[[27, 69, 30, 65, 66, 71, 35, 34], [1, 51, 81, 33, 79, 9, 78, 29, 68, 3, 77], [52, 7, 82, 18, 8, 46, 48, 60, 89], [95, 42, 14, 44, 38, 86, 16, 17, 5, 60, 89], [92, 98, 44, 16, 86, 38, 14, 37, 100, 91, 93], [27, 69, 30, 51, 9, 71, 35, 34, 78, 33, 1], [31, 11, 63, 90, 10, 20, 66, 65], [21, 72, 75, 56, 23, 67, 39, 25, 55, 4], [2, 41, 22, 74, 73, 40, 53, 26, 54, 24], [7, 19, 64, 49, 36, 46, 47, 48, 82], [83, 45, 17, 84, 5, 6, 94, 96, 97, 13], [83, 18, 45, 8, 84, 61, 91, 100, 85, 93, 96], [95, 59, 99, 61, 85, 87, 57, 15, 43, 42, 58], [52, 31, 88, 62, 11, 63, 10, 90, 32, 20, 70], [73, 75, 23, 67, 39, 55, 25, 24, 80], [28, 76, 12, 29, 81, 79, 3, 50, 77, 68, 80], [92, 98, 37, 59, 99, 97, 87, 6, 94, 13], [2, 57, 15, 43, 41, 22, 74, 56, 72, 21, 58], [28, 50, 76, 53, 40, 4, 54, 12, 26], [88, 62, 19, 47, 36, 49, 64, 32, 70]]

[[1, 51, 81, 33, 79, 9, 78, 29, 68, 3, 77], [95, 59, 99, 61, 85, 87, 57, 15, 43, 42, 58], [83, 18, 45, 8, 84, 61, 91, 100, 85, 93, 96], [21, 72, 75, 56, 23, 67, 39, 25, 55, 4], [92, 98, 37, 59, 99, 97, 87, 6, 94, 13], [92, 98, 44, 16, 86, 38, 14, 37, 100, 91, 93], [52, 31, 88, 62, 11, 63, 10, 90, 32, 20, 70], [2, 57, 15, 43, 41, 22, 74, 56, 72, 21, 58], [28, 50, 76, 53, 40, 4, 54, 12, 26], [28, 76, 12, 29, 81, 79, 3, 50, 77, 68, 80], [31, 11, 63, 90, 10, 20, 66, 65], [73, 75, 23, 67, 39, 55, 25, 24, 80], [95, 42, 14, 44, 38, 86, 16, 17, 5, 60, 89], [83, 45, 17, 84, 5, 6, 94, 96, 97, 13], [88, 62, 19, 47, 36, 49, 64, 32, 70], [27, 69, 30, 65, 66, 71, 35, 34], [52, 7, 82, 18, 8, 46, 48, 60, 89], [7, 19, 64, 49, 36, 46, 47, 48, 82], [27, 69, 30, 51, 9, 71, 35, 34, 78, 33, 1], [2, 41, 22, 74, 73, 40, 53, 26, 54, 24]]

[[31, 11, 63, 90, 10, 20, 66, 65], [73, 75, 23, 67, 39, 55, 25, 24, 80], [92, 98, 44, 16, 86, 38, 14, 37, 100, 91, 93], [2, 57, 15, 43, 41, 22, 74, 56, 72, 21, 58], [52, 31, 88, 62, 11, 63, 10, 90, 32, 20, 70], [52, 7, 82, 18, 8, 46, 48, 60, 89], [27, 69, 30, 65, 66, 71, 35, 34], [92, 98, 37, 59, 99, 97, 87, 6, 94, 13], [28, 76, 12, 29, 81, 79, 3, 50, 77, 68, 80], [1, 51, 81, 33, 79, 9, 78, 29, 68, 3, 77], [88, 62, 19, 47, 36, 49, 64, 32, 70], [27, 69, 30, 51, 9, 71, 35, 34, 78, 33, 1], [7, 19, 64, 49, 36, 46, 47, 48, 82], [83, 18, 45, 8, 84, 61, 91, 100, 85, 93, 96], [28, 50, 76, 53, 40, 4, 54, 12, 26], [95, 59, 99, 61, 85, 87, 57, 15, 43, 42, 58], [83, 45, 17, 84, 5, 6, 94, 96, 97, 13], [2, 41, 22, 74, 73, 40, 53, 26, 54, 24], [21, 72, 75, 56, 23, 67, 39, 25, 55, 4], [95, 42, 14, 44, 38, 86, 16, 17, 5, 60, 89]]

[[27, 69, 30, 51, 9, 71, 35, 34, 78, 33, 1], [27, 69, 30, 65, 66, 71, 35, 34], [83, 18, 45, 8, 84, 61, 91, 100, 85, 93, 96], [7, 19, 64, 49, 36, 46, 47, 48, 82], [83, 45, 17, 84, 5, 6, 94, 96, 97, 13], [1, 51, 81, 33, 79, 9, 78, 29, 68, 3, 77], [2, 41, 22, 74, 73, 40, 53, 26, 54, 24], [95, 59, 99, 61, 85, 87, 57, 15, 43, 42, 58], [21, 72, 75, 56, 23, 67, 39, 25, 55, 4], [52, 31, 88, 62, 11, 63, 10, 90, 32, 20, 70], [2, 57, 15, 43, 41, 22, 74, 56, 72, 21, 58], [88, 62, 19, 47, 36, 49, 64, 32, 70], [52, 7, 82, 18, 8, 46, 48, 60, 89], [95, 42, 14, 44, 38, 86, 16, 17, 5, 60, 89], [92, 98, 44, 16, 86, 38, 14, 37, 100, 91, 93], [92, 98, 37, 59, 99, 97, 87, 6, 94, 13], [28, 50, 76, 53, 40, 4, 54, 12, 26], [73, 75, 23, 67, 39, 55, 25, 24, 80], [28, 76, 12, 29, 81, 79, 3, 50, 77, 68, 80], [31, 11, 63, 90, 10, 20, 66, 65]]

[[2, 41, 22, 74, 73, 40, 53, 26, 54, 24], [88, 62, 19, 47, 36, 49, 64, 32, 70], [21, 72, 75, 56, 23, 67, 39, 25, 55, 4], [95, 59, 99, 61, 85, 87, 57, 15, 43, 42, 58], [92, 98, 37, 59, 99, 97, 87, 6, 94, 13], [52, 31, 88, 62, 11, 63, 10, 90, 32, 20, 70], [95, 42, 14, 44, 38, 86, 16, 17, 5, 60, 89], [2, 57, 15, 43, 41, 22, 74, 56, 72, 21, 58], [83, 45, 17, 84, 5, 6, 94, 96, 97, 13], [52, 7, 82, 18, 8, 46, 48, 60, 89], [73, 75, 23, 67, 39, 55, 25, 24, 80], [83, 18, 45, 8, 84, 61, 91, 100, 85, 93, 96], [27, 69, 30, 65, 66, 71, 35, 34], [1, 51, 81, 33, 79, 9, 78, 29, 68, 3, 77], [28, 76, 12, 29, 81, 79, 3, 50, 77, 68, 80], [27, 69, 30, 51, 9, 71, 35, 34, 78, 33, 1], [92, 98, 44, 16, 86, 38, 14, 37, 100, 91, 93], [7, 19, 64, 49, 36, 46, 47, 48, 82], [28, 50, 76, 53, 40, 4, 54, 12, 26], [31, 11, 63, 90, 10, 20, 66, 65]]

[[73, 75, 23, 67, 39, 55, 25, 24, 80], [7, 19, 64, 49, 36, 46, 47, 48, 82], [2, 41, 22, 74, 73, 40, 53, 26, 54, 24], [52, 7, 82, 18, 8, 46, 48, 60, 89], [88, 62, 19, 47, 36, 49, 64, 32, 70], [95, 42, 14, 44, 38, 86, 16, 17, 5, 60, 89], [28, 76, 12, 29, 81, 79, 3, 50, 77, 68, 80], [1, 51, 81, 33, 79, 9, 78, 29, 68, 3, 77], [92, 98, 37, 59, 99, 97, 87, 6, 94, 13], [92, 98, 44, 16, 86, 38, 14, 37, 100, 91, 93], [83, 45, 17, 84, 5, 6, 94, 96, 97, 13], [27, 69, 30, 65, 66, 71, 35, 34], [31, 11, 63, 90, 10, 20, 66, 65], [2, 57, 15, 43, 41, 22, 74, 56, 72, 21, 58], [21, 72, 75, 56, 23, 67, 39, 25, 55, 4], [95, 59, 99, 61, 85, 87, 57, 15, 43, 42, 58], [28, 50, 76, 53, 40, 4, 54, 12, 26], [83, 18, 45, 8, 84, 61, 91, 100, 85, 93, 96], [52, 31, 88, 62, 11, 63, 10, 90, 32, 20, 70], [27, 69, 30, 51, 9, 71, 35, 34, 78, 33, 1]]

[[28, 50, 76, 53, 40, 4, 54, 12, 26], [27, 69, 30, 51, 9, 71, 35, 34, 78, 33, 1], [88, 62, 19, 47, 36, 49, 64, 32, 70], [83, 45, 17, 84, 5, 6, 94, 96, 97, 13], [2, 41, 22, 74, 73, 40, 53, 26, 54, 24], [95, 42, 14, 44, 38, 86, 16, 17, 5, 60, 89], [27, 69, 30, 65, 66, 71, 35, 34], [1, 51, 81, 33, 79, 9, 78, 29, 68, 3, 77], [28, 76, 12, 29, 81, 79, 3, 50, 77, 68, 80], [73, 75, 23, 67, 39, 55, 25, 24, 80], [7, 19, 64, 49, 36, 46, 47, 48, 82], [31, 11, 63, 90, 10, 20, 66, 65], [95, 59, 99, 61, 85, 87, 57, 15, 43, 42, 58], [52, 31, 88, 62, 11, 63, 10, 90, 32, 20, 70], [2, 57, 15, 43, 41, 22, 74, 56, 72, 21, 58], [92, 98, 37, 59, 99, 97, 87, 6, 94, 13], [21, 72, 75, 56, 23, 67, 39, 25, 55, 4], [52, 7, 82, 18, 8, 46, 48, 60, 89], [83, 18, 45, 8, 84, 61, 91, 100, 85, 93, 96], [92, 98, 44, 16, 86, 38, 14, 37, 100, 91, 93]]

[[27, 69, 30, 51, 9, 71, 35, 34, 78, 33, 1], [83, 18, 45, 8, 84, 61, 91, 100, 85, 93, 96], [95, 59, 99, 61, 85, 87, 57, 15, 43, 42, 58], [21, 72, 75, 56, 23, 67, 39, 25, 55, 4], [73, 75, 23, 67, 39, 55, 25, 24, 80], [92, 98, 44, 16, 86, 38, 14, 37, 100, 91, 93], [2, 57, 15, 43, 41, 22, 74, 56, 72, 21, 58], [95, 42, 14, 44, 38, 86, 16, 17, 5, 60, 89], [7, 19, 64, 49, 36, 46, 47, 48, 82], [31, 11, 63, 90, 10, 20, 66, 65], [2, 41, 22, 74, 73, 40, 53, 26, 54, 24], [27, 69, 30, 65, 66, 71, 35, 34], [83, 45, 17, 84, 5, 6, 94, 96, 97, 13], [52, 7, 82, 18, 8, 46, 48, 60, 89], [88, 62, 19, 47, 36, 49, 64, 32, 70], [52, 31, 88, 62, 11, 63, 10, 90, 32, 20, 70], [1, 51, 81, 33, 79, 9, 78, 29, 68, 3, 77], [28, 76, 12, 29, 81, 79, 3, 50, 77, 68, 80], [92, 98, 37, 59, 99, 97, 87, 6, 94, 13], [28, 50, 76, 53, 40, 4, 54, 12, 26]]

[[27, 69, 30, 65, 66, 71, 35, 34], [95, 59, 99, 61, 85, 87, 57, 15, 43, 42, 58], [92, 98, 37, 59, 99, 97, 87, 6, 94, 13], [7, 19, 64, 49, 36, 46, 47, 48, 82], [27, 69, 30, 51, 9, 71, 35, 34, 78, 33, 1], [21, 72, 75, 56, 23, 67, 39, 25, 55, 4], [52, 7, 82, 18, 8, 46, 48, 60, 89], [28, 50, 76, 53, 40, 4, 54, 12, 26], [28, 76, 12, 29, 81, 79, 3, 50, 77, 68, 80], [83, 18, 45, 8, 84, 61, 91, 100, 85, 93, 96], [2, 41, 22, 74, 73, 40, 53, 26, 54, 24], [88, 62, 19, 47, 36, 49, 64, 32, 70], [31, 11, 63, 90, 10, 20, 66, 65], [92, 98, 44, 16, 86, 38, 14, 37, 100, 91, 93], [1, 51, 81, 33, 79, 9, 78, 29, 68, 3, 77], [2, 57, 15, 43, 41, 22, 74, 56, 72, 21, 58], [83, 45, 17, 84, 5, 6, 94, 96, 97, 13], [95, 42, 14, 44, 38, 86, 16, 17, 5, 60, 89], [73, 75, 23, 67, 39, 55, 25, 24, 80], [52, 31, 88, 62, 11, 63, 10, 90, 32, 20, 70]]

[[31, 11, 63, 90, 10, 20, 66, 65], [52, 7, 82, 18, 8, 46, 48, 60, 89], [92, 98, 44, 16, 86, 38, 14, 37, 100, 91, 93], [28, 76, 12, 29, 81, 79, 3, 50, 77, 68, 80], [2, 41, 22, 74, 73, 40, 53, 26, 54, 24], [21, 72, 75, 56, 23, 67, 39, 25, 55, 4], [52, 31, 88, 62, 11, 63, 10, 90, 32, 20, 70], [2, 57, 15, 43, 41, 22, 74, 56, 72, 21, 58], [95, 59, 99, 61, 85, 87, 57, 15, 43, 42, 58], [28, 50, 76, 53, 40, 4, 54, 12, 26], [27, 69, 30, 65, 66, 71, 35, 34], [83, 18, 45, 8, 84, 61, 91, 100, 85, 93, 96], [95, 42, 14, 44, 38, 86, 16, 17, 5, 60, 89], [27, 69, 30, 51, 9, 71, 35, 34, 78, 33, 1], [88, 62, 19, 47, 36, 49, 64, 32, 70], [7, 19, 64, 49, 36, 46, 47, 48, 82], [83, 45, 17, 84, 5, 6, 94, 96, 97, 13], [92, 98, 37, 59, 99, 97, 87, 6, 94, 13], [73, 75, 23, 67, 39, 55, 25, 24, 80], [1, 51, 81, 33, 79, 9, 78, 29, 68, 3, 77]]

[[2, 57, 15, 43, 41, 22, 74, 56, 72, 21, 58], [27, 69, 30, 51, 9, 71, 35, 34, 78, 33, 1], [7, 19, 64, 49, 36, 46, 47, 48, 82], [88, 62, 19, 47, 36, 49, 64, 32, 70], [83, 45, 17, 84, 5, 6, 94, 96, 97, 13], [31, 11, 63, 90, 10, 20, 66, 65], [73, 75, 23, 67, 39, 55, 25, 24, 80], [95, 59, 99, 61, 85, 87, 57, 15, 43, 42, 58], [28, 76, 12, 29, 81, 79, 3, 50, 77, 68, 80], [52, 7, 82, 18, 8, 46, 48, 60, 89], [52, 31, 88, 62, 11, 63, 10, 90, 32, 20, 70], [27, 69, 30, 65, 66, 71, 35, 34], [21, 72, 75, 56, 23, 67, 39, 25, 55, 4], [92, 98, 37, 59, 99, 97, 87, 6, 94, 13], [92, 98, 44, 16, 86, 38, 14, 37, 100, 91, 93], [28, 50, 76, 53, 40, 4, 54, 12, 26], [2, 41, 22, 74, 73, 40, 53, 26, 54, 24], [1, 51, 81, 33, 79, 9, 78, 29, 68, 3, 77], [95, 42, 14, 44, 38, 86, 16, 17, 5, 60, 89], [83, 18, 45, 8, 84, 61, 91, 100, 85, 93, 96]]

[[52, 31, 88, 62, 11, 63, 10, 90, 32, 20, 70], [7, 19, 64, 49, 36, 46, 47, 48, 82], [88, 62, 19, 47, 36, 49, 64, 32, 70], [1, 51, 81, 33, 79, 9, 78, 29, 68, 3, 77], [27, 69, 30, 65, 66, 71, 35, 34], [2, 57, 15, 43, 41, 22, 74, 56, 72, 21, 58], [27, 69, 30, 51, 9, 71, 35, 34, 78, 33, 1], [52, 7, 82, 18, 8, 46, 48, 60, 89], [73, 75, 23, 67, 39, 55, 25, 24, 80], [21, 72, 75, 56, 23, 67, 39, 25, 55, 4], [83, 45, 17, 84, 5, 6, 94, 96, 97, 13], [31, 11, 63, 90, 10, 20, 66, 65], [92, 98, 37, 59, 99, 97, 87, 6, 94, 13], [92, 98, 44, 16, 86, 38, 14, 37, 100, 91, 93], [28, 50, 76, 53, 40, 4, 54, 12, 26], [2, 41, 22, 74, 73, 40, 53, 26, 54, 24], [95, 59, 99, 61, 85, 87, 57, 15, 43, 42, 58], [83, 18, 45, 8, 84, 61, 91, 100, 85, 93, 96], [28, 76, 12, 29, 81, 79, 3, 50, 77, 68, 80], [95, 42, 14, 44, 38, 86, 16, 17, 5, 60, 89]]

[[92, 98, 37, 59, 99, 97, 87, 6, 94, 13], [2, 41, 22, 74, 73, 40, 53, 26, 54, 24], [88, 62, 19, 47, 36, 49, 64, 32, 70], [95, 59, 99, 61, 85, 87, 57, 15, 43, 42, 58], [21, 72, 75, 56, 23, 67, 39, 25, 55, 4], [2, 57, 15, 43, 41, 22, 74, 56, 72, 21, 58], [1, 51, 81, 33, 79, 9, 78, 29, 68, 3, 77], [95, 42, 14, 44, 38, 86, 16, 17, 5, 60, 89], [27, 69, 30, 65, 66, 71, 35, 34], [28, 50, 76, 53, 40, 4, 54, 12, 26], [52, 7, 82, 18, 8, 46, 48, 60, 89], [27, 69, 30, 51, 9, 71, 35, 34, 78, 33, 1], [83, 18, 45, 8, 84, 61, 91, 100, 85, 93, 96], [73, 75, 23, 67, 39, 55, 25, 24, 80], [31, 11, 63, 90, 10, 20, 66, 65], [92, 98, 44, 16, 86, 38, 14, 37, 100, 91, 93], [28, 76, 12, 29, 81, 79, 3, 50, 77, 68, 80], [52, 31, 88, 62, 11, 63, 10, 90, 32, 20, 70], [83, 45, 17, 84, 5, 6, 94, 96, 97, 13], [7, 19, 64, 49, 36, 46, 47, 48, 82]]

[[31, 11, 63, 90, 10, 20, 66, 65], [92, 98, 37, 59, 99, 97, 87, 6, 94, 13], [92, 98, 44, 16, 86, 38, 14, 37, 100, 91, 93], [73, 75, 23, 67, 39, 55, 25, 24, 80], [7, 19, 64, 49, 36, 46, 47, 48, 82], [52, 31, 88, 62, 11, 63, 10, 90, 32, 20, 70], [2, 41, 22, 74, 73, 40, 53, 26, 54, 24], [28, 76, 12, 29, 81, 79, 3, 50, 77, 68, 80], [88, 62, 19, 47, 36, 49, 64, 32, 70], [27, 69, 30, 51, 9, 71, 35, 34, 78, 33, 1], [27, 69, 30, 65, 66, 71, 35, 34], [2, 57, 15, 43, 41, 22, 74, 56, 72, 21, 58], [95, 59, 99, 61, 85, 87, 57, 15, 43, 42, 58], [28, 50, 76, 53, 40, 4, 54, 12, 26], [95, 42, 14, 44, 38, 86, 16, 17, 5, 60, 89], [1, 51, 81, 33, 79, 9, 78, 29, 68, 3, 77], [83, 45, 17, 84, 5, 6, 94, 96, 97, 13], [52, 7, 82, 18, 8, 46, 48, 60, 89], [21, 72, 75, 56, 23, 67, 39, 25, 55, 4], [83, 18, 45, 8, 84, 61, 91, 100, 85, 93, 96]]

[[73, 75, 23, 67, 39, 55, 25, 24, 80], [52, 31, 88, 62, 11, 63, 10, 90, 32, 20, 70], [83, 45, 17, 84, 5, 6, 94, 96, 97, 13], [7, 19, 64, 49, 36, 46, 47, 48, 82], [27, 69, 30, 65, 66, 71, 35, 34], [2, 57, 15, 43, 41, 22, 74, 56, 72, 21, 58], [27, 69, 30, 51, 9, 71, 35, 34, 78, 33, 1], [21, 72, 75, 56, 23, 67, 39, 25, 55, 4], [88, 62, 19, 47, 36, 49, 64, 32, 70], [1, 51, 81, 33, 79, 9, 78, 29, 68, 3, 77], [52, 7, 82, 18, 8, 46, 48, 60, 89], [95, 42, 14, 44, 38, 86, 16, 17, 5, 60, 89], [92, 98, 44, 16, 86, 38, 14, 37, 100, 91, 93], [2, 41, 22, 74, 73, 40, 53, 26, 54, 24], [95, 59, 99, 61, 85, 87, 57, 15, 43, 42, 58], [83, 18, 45, 8, 84, 61, 91, 100, 85, 93, 96], [28, 50, 76, 53, 40, 4, 54, 12, 26], [28, 76, 12, 29, 81, 79, 3, 50, 77, 68, 80], [92, 98, 37, 59, 99, 97, 87, 6, 94, 13], [31, 11, 63, 90, 10, 20, 66, 65]]

[[28, 50, 76, 53, 40, 4, 54, 12, 26], [7, 19, 64, 49, 36, 46, 47, 48, 82], [92, 98, 44, 16, 86, 38, 14, 37, 100, 91, 93], [52, 31, 88, 62, 11, 63, 10, 90, 32, 20, 70], [83, 45, 17, 84, 5, 6, 94, 96, 97, 13], [2, 41, 22, 74, 73, 40, 53, 26, 54, 24], [52, 7, 82, 18, 8, 46, 48, 60, 89], [92, 98, 37, 59, 99, 97, 87, 6, 94, 13], [2, 57, 15, 43, 41, 22, 74, 56, 72, 21, 58], [95, 59, 99, 61, 85, 87, 57, 15, 43, 42, 58], [27, 69, 30, 51, 9, 71, 35, 34, 78, 33, 1], [73, 75, 23, 67, 39, 55, 25, 24, 80], [21, 72, 75, 56, 23, 67, 39, 25, 55, 4], [31, 11, 63, 90, 10, 20, 66, 65], [88, 62, 19, 47, 36, 49, 64, 32, 70], [27, 69, 30, 65, 66, 71, 35, 34], [95, 42, 14, 44, 38, 86, 16, 17, 5, 60, 89], [1, 51, 81, 33, 79, 9, 78, 29, 68, 3, 77], [83, 18, 45, 8, 84, 61, 91, 100, 85, 93, 96], [28, 76, 12, 29, 81, 79, 3, 50, 77, 68, 80]]

