[[81, 78, 76, 71, 70, 73, 77, 79, 80], [57, 55, 54, 53, 56, 58, 60, 59], [98, 96, 95, 94, 92, 93, 97, 100, 99], [32, 33, 31, 35, 37, 38, 39, 36, 34], [13, 17, 18, 19, 15, 16, 14, 12], [90, 87, 86, 83, 82, 84, 85, 88, 89, 91], [43, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47], [67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69], [20, 24, 25, 27, 29, 30, 28, 26, 23, 22, 21], [5, 3, 7, 8, 10, 11, 9, 6, 4, 2, 1, 75]]

[[5, 3, 7, 8, 10, 11, 9, 6, 4, 2, 1, 75], [67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69], [57, 55, 54, 53, 56, 58, 60, 59], [81, 78, 76, 71, 70, 73, 77, 79, 80], [32, 33, 31, 35, 37, 38, 39, 36, 34], [20, 24, 25, 27, 29, 30, 28, 26, 23, 22, 21], [90, 87, 86, 83, 82, 84, 85, 88, 89, 91], [43, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47], [13, 17, 18, 19, 15, 16, 14, 12], [98, 96, 95, 94, 92, 93, 97, 100, 99]]

[[98, 96, 95, 94, 92, 93, 97, 100, 99], [90, 87, 86, 83, 82, 84, 85, 88, 89, 91], [13, 17, 18, 19, 15, 16, 14, 12], [43, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47], [81, 78, 76, 71, 70, 73, 77, 79, 80], [20, 24, 25, 27, 29, 30, 28, 26, 23, 22, 21], [32, 33, 31, 35, 37, 38, 39, 36, 34], [57, 55, 54, 53, 56, 58, 60, 59], [5, 3, 7, 8, 10, 11, 9, 6, 4, 2, 1, 75], [67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69]]

[[81, 78, 76, 71, 70, 73, 77, 79, 80], [43, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47], [67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69], [20, 24, 25, 27, 29, 30, 28, 26, 23, 22, 21], [5, 3, 7, 8, 10, 11, 9, 6, 4, 2, 1, 75], [57, 55, 54, 53, 56, 58, 60, 59], [98, 96, 95, 94, 92, 93, 97, 100, 99], [90, 87, 86, 83, 82, 84, 85, 88, 89, 91], [32, 33, 31, 35, 37, 38, 39, 36, 34], [13, 17, 18, 19, 15, 16, 14, 12]]

[[43, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47], [5, 3, 7, 8, 10, 11, 9, 6, 4, 2, 1, 75], [90, 87, 86, 83, 82, 84, 85, 88, 89, 91], [32, 33, 31, 35, 37, 38, 39, 36, 34], [13, 17, 18, 19, 15, 16, 14, 12], [57, 55, 54, 53, 56, 58, 60, 59], [20, 24, 25, 27, 29, 30, 28, 26, 23, 22, 21], [98, 96, 95, 94, 92, 93, 97, 100, 99], [67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69], [81, 78, 76, 71, 70, 73, 77, 79, 80]]

[[90, 87, 86, 83, 82, 84, 85, 88, 89, 91], [32, 33, 31, 35, 37, 38, 39, 36, 34], [98, 96, 95, 94, 92, 93, 97, 100, 99], [81, 78, 76, 71, 70, 73, 77, 79, 80], [57, 55, 54, 53, 56, 58, 60, 59], [67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69], [43, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47], [20, 24, 25, 27, 29, 30, 28, 26, 23, 22, 21], [5, 3, 7, 8, 10, 11, 9, 6, 4, 2, 1, 75], [13, 17, 18, 19, 15, 16, 14, 12]]

[[57, 55, 54, 53, 56, 58, 60, 59], [90, 87, 86, 83, 82, 84, 85, 88, 89, 91], [43, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47], [5, 3, 7, 8, 10, 11, 9, 6, 4, 2, 1, 75], [32, 33, 31, 35, 37, 38, 39, 36, 34], [98, 96, 95, 94, 92, 93, 97, 100, 99], [67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69], [13, 17, 18, 19, 15, 16, 14, 12], [20, 24, 25, 27, 29, 30, 28, 26, 23, 22, 21], [81, 78, 76, 71, 70, 73, 77, 79, 80]]

[[32, 33, 31, 35, 37, 38, 39, 36, 34], [57, 55, 54, 53, 56, 58, 60, 59], [13, 17, 18, 19, 15, 16, 14, 12], [98, 96, 95, 94, 92, 93, 97, 100, 99], [81, 78, 76, 71, 70, 73, 77, 79, 80], [20, 24, 25, 27, 29, 30, 28, 26, 23, 22, 21], [67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69], [5, 3, 7, 8, 10, 11, 9, 6, 4, 2, 1, 75], [43, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47], [90, 87, 86, 83, 82, 84, 85, 88, 89, 91]]

[[43, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47], [81, 78, 76, 71, 70, 73, 77, 79, 80], [98, 96, 95, 94, 92, 93, 97, 100, 99], [67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69], [90, 87, 86, 83, 82, 84, 85, 88, 89, 91], [13, 17, 18, 19, 15, 16, 14, 12], [20, 24, 25, 27, 29, 30, 28, 26, 23, 22, 21], [5, 3, 7, 8, 10, 11, 9, 6, 4, 2, 1, 75], [32, 33, 31, 35, 37, 38, 39, 36, 34], [57, 55, 54, 53, 56, 58, 60, 59]]

[[5, 3, 7, 8, 10, 11, 9, 6, 4, 2, 1, 75], [90, 87, 86, 83, 82, 84, 85, 88, 89, 91], [98, 96, 95, 94, 92, 93, 97, 100, 99], [67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69], [13, 17, 18, 19, 15, 16, 14, 12], [81, 78, 76, 71, 70, 73, 77, 79, 80], [32, 33, 31, 35, 37, 38, 39, 36, 34], [20, 24, 25, 27, 29, 30, 28, 26, 23, 22, 21], [57, 55, 54, 53, 56, 58, 60, 59], [43, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47]]

[[32, 33, 31, 35, 37, 38, 39, 36, 34], [90, 87, 86, 83, 82, 84, 85, 88, 89, 91], [13, 17, 18, 19, 15, 16, 14, 12], [67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69], [57, 55, 54, 53, 56, 58, 60, 59], [43, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47], [81, 78, 76, 71, 70, 73, 77, 79, 80], [98, 96, 95, 94, 92, 93, 97, 100, 99], [5, 3, 7, 8, 10, 11, 9, 6, 4, 2, 1, 75], [20, 24, 25, 27, 29, 30, 28, 26, 23, 22, 21]]

[[13, 17, 18, 19, 15, 16, 14, 12], [81, 78, 76, 71, 70, 73, 77, 79, 80], [67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69], [98, 96, 95, 94, 92, 93, 97, 100, 99], [57, 55, 54, 53, 56, 58, 60, 59], [20, 24, 25, 27, 29, 30, 28, 26, 23, 22, 21], [5, 3, 7, 8, 10, 11, 9, 6, 4, 2, 1, 75], [43, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47], [32, 33, 31, 35, 37, 38, 39, 36, 34], [90, 87, 86, 83, 82, 84, 85, 88, 89, 91]]

[[90, 87, 86, 83, 82, 84, 85, 88, 89, 91], [57, 55, 54, 53, 56, 58, 60, 59], [98, 96, 95, 94, 92, 93, 97, 100, 99], [43, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47], [67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69], [81, 78, 76, 71, 70, 73, 77, 79, 80], [5, 3, 7, 8, 10, 11, 9, 6, 4, 2, 1, 75], [20, 24, 25, 27, 29, 30, 28, 26, 23, 22, 21], [13, 17, 18, 19, 15, 16, 14, 12], [32, 33, 31, 35, 37, 38, 39, 36, 34]]

[[81, 78, 76, 71, 70, 73, 77, 79, 80], [57, 55, 54, 53, 56, 58, 60, 59], [90, 87, 86, 83, 82, 84, 85, 88, 89, 91], [32, 33, 31, 35, 37, 38, 39, 36, 34], [5, 3, 7, 8, 10, 11, 9, 6, 4, 2, 1, 75], [67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69], [20, 24, 25, 27, 29, 30, 28, 26, 23, 22, 21], [98, 96, 95, 94, 92, 93, 97, 100, 99], [13, 17, 18, 19, 15, 16, 14, 12], [43, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47]]

[[98, 96, 95, 94, 92, 93, 97, 100, 99], [67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69], [32, 33, 31, 35, 37, 38, 39, 36, 34], [13, 17, 18, 19, 15, 16, 14, 12], [90, 87, 86, 83, 82, 84, 85, 88, 89, 91], [20, 24, 25, 27, 29, 30, 28, 26, 23, 22, 21], [81, 78, 76, 71, 70, 73, 77, 79, 80], [57, 55, 54, 53, 56, 58, 60, 59], [43, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47], [5, 3, 7, 8, 10, 11, 9, 6, 4, 2, 1, 75]]

[[57, 55, 54, 53, 56, 58, 60, 59], [13, 17, 18, 19, 15, 16, 14, 12], [67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69], [43, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47], [32, 33, 31, 35, 37, 38, 39, 36, 34], [98, 96, 95, 94, 92, 93, 97, 100, 99], [90, 87, 86, 83, 82, 84, 85, 88, 89, 91], [5, 3, 7, 8, 10, 11, 9, 6, 4, 2, 1, 75], [81, 78, 76, 71, 70, 73, 77, 79, 80], [20, 24, 25, 27, 29, 30, 28, 26, 23, 22, 21]]

[[57, 55, 54, 53, 56, 58, 60, 59], [90, 87, 86, 83, 82, 84, 85, 88, 89, 91], [20, 24, 25, 27, 29, 30, 28, 26, 23, 22, 21], [67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69], [13, 17, 18, 19, 15, 16, 14, 12], [43, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47], [98, 96, 95, 94, 92, 93, 97, 100, 99], [5, 3, 7, 8, 10, 11, 9, 6, 4, 2, 1, 75], [32, 33, 31, 35, 37, 38, 39, 36, 34], [81, 78, 76, 71, 70, 73, 77, 79, 80]]

[[98, 96, 95, 94, 92, 93, 97, 100, 99], [5, 3, 7, 8, 10, 11, 9, 6, 4, 2, 1, 75], [81, 78, 76, 71, 70, 73, 77, 79, 80], [13, 17, 18, 19, 15, 16, 14, 12], [90, 87, 86, 83, 82, 84, 85, 88, 89, 91], [43, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47], [20, 24, 25, 27, 29, 30, 28, 26, 23, 22, 21], [57, 55, 54, 53, 56, 58, 60, 59], [32, 33, 31, 35, 37, 38, 39, 36, 34], [67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69]]

[[20, 24, 25, 27, 29, 30, 28, 26, 23, 22, 21], [81, 78, 76, 71, 70, 73, 77, 79, 80], [98, 96, 95, 94, 92, 93, 97, 100, 99], [32, 33, 31, 35, 37, 38, 39, 36, 34], [13, 17, 18, 19, 15, 16, 14, 12], [57, 55, 54, 53, 56, 58, 60, 59], [90, 87, 86, 83, 82, 84, 85, 88, 89, 91], [5, 3, 7, 8, 10, 11, 9, 6, 4, 2, 1, 75], [43, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47], [67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69]]

[[67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69], [90, 87, 86, 83, 82, 84, 85, 88, 89, 91], [32, 33, 31, 35, 37, 38, 39, 36, 34], [81, 78, 76, 71, 70, 73, 77, 79, 80], [43, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47], [20, 24, 25, 27, 29, 30, 28, 26, 23, 22, 21], [98, 96, 95, 94, 92, 93, 97, 100, 99], [57, 55, 54, 53, 56, 58, 60, 59], [13, 17, 18, 19, 15, 16, 14, 12], [5, 3, 7, 8, 10, 11, 9, 6, 4, 2, 1, 75]]

[[57, 55, 54, 53, 56, 58, 60, 59], [90, 87, 86, 83, 82, 84, 85, 88, 89, 91], [43, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47], [32, 33, 31, 35, 37, 38, 39, 36, 34], [67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69], [20, 24, 25, 27, 29, 30, 28, 26, 23, 22, 21], [81, 78, 76, 71, 70, 73, 77, 79, 80], [13, 17, 18, 19, 15, 16, 14, 12], [5, 3, 7, 8, 10, 11, 9, 6, 4, 2, 1, 75], [98, 96, 95, 94, 92, 93, 97, 100, 99]]

[[81, 78, 76, 71, 70, 73, 77, 79, 80], [90, 87, 86, 83, 82, 84, 85, 88, 89, 91], [13, 17, 18, 19, 15, 16, 14, 12], [98, 96, 95, 94, 92, 93, 97, 100, 99], [67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69], [32, 33, 31, 35, 37, 38, 39, 36, 34], [20, 24, 25, 27, 29, 30, 28, 26, 23, 22, 21], [43, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47], [57, 55, 54, 53, 56, 58, 60, 59], [5, 3, 7, 8, 10, 11, 9, 6, 4, 2, 1, 75]]

[[81, 78, 76, 71, 70, 73, 77, 79, 80], [5, 3, 7, 8, 10, 11, 9, 6, 4, 2, 1, 75], [13, 17, 18, 19, 15, 16, 14, 12], [67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69], [43, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47], [98, 96, 95, 94, 92, 93, 97, 100, 99], [20, 24, 25, 27, 29, 30, 28, 26, 23, 22, 21], [57, 55, 54, 53, 56, 58, 60, 59], [32, 33, 31, 35, 37, 38, 39, 36, 34], [90, 87, 86, 83, 82, 84, 85, 88, 89, 91]]

[[5, 3, 7, 8, 10, 11, 9, 6, 4, 2, 1, 75], [57, 55, 54, 53, 56, 58, 60, 59], [13, 17, 18, 19, 15, 16, 14, 12], [98, 96, 95, 94, 92, 93, 97, 100, 99], [32, 33, 31, 35, 37, 38, 39, 36, 34], [43, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47], [81, 78, 76, 71, 70, 73, 77, 79, 80], [90, 87, 86, 83, 82, 84, 85, 88, 89, 91], [67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69], [20, 24, 25, 27, 29, 30, 28, 26, 23, 22, 21]]

[[67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69], [20, 24, 25, 27, 29, 30, 28, 26, 23, 22, 21], [81, 78, 76, 71, 70, 73, 77, 79, 80], [32, 33, 31, 35, 37, 38, 39, 36, 34], [13, 17, 18, 19, 15, 16, 14, 12], [98, 96, 95, 94, 92, 93, 97, 100, 99], [57, 55, 54, 53, 56, 58, 60, 59], [43, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47], [5, 3, 7, 8, 10, 11, 9, 6, 4, 2, 1, 75], [90, 87, 86, 83, 82, 84, 85, 88, 89, 91]]

[[43, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47], [81, 78, 76, 71, 70, 73, 77, 79, 80], [13, 17, 18, 19, 15, 16, 14, 12], [20, 24, 25, 27, 29, 30, 28, 26, 23, 22, 21], [32, 33, 31, 35, 37, 38, 39, 36, 34], [90, 87, 86, 83, 82, 84, 85, 88, 89, 91], [98, 96, 95, 94, 92, 93, 97, 100, 99], [67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69], [5, 3, 7, 8, 10, 11, 9, 6, 4, 2, 1, 75], [57, 55, 54, 53, 56, 58, 60, 59]]

